factura,fecha,fecha de entrega,productCode,producto,categoria,precio compra,precio,cantidad,status,customerNumber,cliente,ciudad,pais,employeeNumber,vendedor
10117,2003-04-16,2003-04-17,S12_3148,1969 Corvair Monza,Classic Cars,89.14,148.06,43,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10117,2003-04-16,2003-04-17,S12_3891,1969 Ford Falcon,Classic Cars,83.05,173.02,39,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10117,2003-04-16,2003-04-17,S18_3140,1903 Ford Model A,Vintage Cars,68.3,121.57,26,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10117,2003-04-16,2003-04-17,S18_3259,Collectable Wooden Train,Trains,67.56,81.68,21,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10117,2003-04-16,2003-04-17,S18_4027,1970 Triumph Spitfire,Classic Cars,91.92,122.08,22,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10117,2003-04-16,2003-04-17,S18_4522,1904 Buick Runabout,Vintage Cars,52.66,73.73,23,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10117,2003-04-16,2003-04-17,S24_2011,18th century schooner,Ships,82.34,119.2,41,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10117,2003-04-16,2003-04-17,S50_1514,1962 City of Detroit Streetcar,Trains,37.49,55.65,21,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10117,2003-04-16,2003-04-17,S700_1938,The Mayflower,Ships,43.3,75.35,38,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10117,2003-04-16,2003-04-17,S700_3962,The Queen Mary,Ships,53.63,89.38,45,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10117,2003-04-16,2003-04-17,S72_3212,Pont Yacht,Ships,33.3,52.42,50,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10118,2003-04-21,2003-04-26,S700_3505,The Titanic,Ships,51.09,86.15,36,Shipped,216,Enaco Distributors,Barcelona,Spain,1702,Martin Gerard
10119,2003-04-28,2003-05-02,S10_4757,1972 Alfa Romeo GTA,Classic Cars,85.68,112.88,46,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S18_1662,1980s Black Hawk Helicopter,Planes,77.27,151.38,43,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S18_3029,1999 Yamaha Speed Boat,Ships,51.61,74.84,21,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,64.58,95.28,27,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S24_2841,1900s Vintage Bi-Plane,Planes,34.25,64.4,41,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,46.91,72.58,35,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S24_3420,1937 Horch 930V Limousine,Vintage Cars,26.3,63.12,20,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,48.64,82.18,35,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S24_3949,Corsair F4U ( Bird Cage),Planes,29.34,62.1,28,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S700_1138,The Schooner Bluenose,Ships,34.0,57.34,25,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S700_2047,HMS Bounty,Ships,39.83,74.23,29,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S700_2610,The USS Constitution Ship,Ships,33.97,67.22,38,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S700_4002,American Airlines: MD-11S,Planes,36.27,63.67,26,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10119,2003-04-28,2003-05-02,S72_1253,Boeing X-32A JSF,Planes,32.77,40.22,28,Shipped,382,Salzburg Collectables,Salzburg,Austria,1401,Pamela Castillo
10120,2003-04-29,2003-05-01,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,68.99,118.94,29,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,91.02,158.8,46,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S18_2581,P-51-D Mustang,Planes,49.0,82.79,29,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,24.23,57.54,46,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S24_1578,1997 BMW R 1100 S,Motorcycles,60.86,110.45,35,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S24_1785,1928 British Royal Navy Airplane,Planes,66.74,93.01,39,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,37.32,72.36,34,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S24_4278,1900s Vintage Tri-Plane,Planes,36.23,71.73,29,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S32_1374,1997 BMW F650 ST,Motorcycles,66.92,94.9,22,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,33.02,68.79,29,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,27.06,41.46,49,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S700_1691,American Airlines: B767-300,Planes,51.15,91.34,47,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S700_2466,America West Airlines B757-200,Planes,68.8,81.77,24,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S700_2834,ATA: B757-300,Planes,59.33,106.79,24,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10120,2003-04-29,2003-05-01,S700_3167,F/A 18 Hornet 1/72,Planes,54.4,72.0,43,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10121,2003-05-07,2003-05-13,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,48.81,86.13,34,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10121,2003-05-07,2003-05-13,S12_2823,2002 Suzuki XREO,Motorcycles,66.27,126.52,50,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10121,2003-05-07,2003-05-13,S24_2360,1982 Ducati 900 Monster,Motorcycles,47.1,58.18,32,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10121,2003-05-07,2003-05-13,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,56.13,95.93,25,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10121,2003-05-07,2003-05-13,S50_4713,2002 Yamaha YZR M1,Motorcycles,34.17,72.41,44,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S12_1099,1968 Ford Mustang,Classic Cars,95.34,155.66,42,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S12_3380,1968 Dodge Charger,Classic Cars,75.16,113.92,37,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,31.92,65.44,32,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S12_4675,1969 Dodge Charger,Classic Cars,58.73,104.8,20,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S18_1129,1993 Mazda RX-7,Classic Cars,83.51,114.65,34,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,53.9,62.37,43,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S18_1984,1995 Honda Civic,Classic Cars,93.89,113.8,31,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,77.9,137.17,25,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S18_3278,1969 Dodge Super Bee,Classic Cars,49.05,69.15,21,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S18_3482,1976 Ford Gran Torino,Classic Cars,73.49,133.76,21,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S18_3782,1957 Vespa GS150,Motorcycles,32.95,59.06,35,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S18_4721,1957 Corvette Convertible,Classic Cars,69.93,145.82,28,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S24_2972,1982 Lamborghini Diablo,Classic Cars,16.24,34.74,39,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S24_3371,1971 Alpine Renault 1600s,Classic Cars,38.58,50.82,34,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S24_3856,1956 Porsche 356A Coupe,Classic Cars,98.3,136.22,43,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S24_4620,1961 Chevrolet Impala,Classic Cars,32.33,67.1,29,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10122,2003-05-08,2003-05-13,S32_2206,1982 Ducati 996 R,Motorcycles,24.14,33.79,31,Shipped,350,Marseille Mini Autos,Marseille,France,1337,Loui Bondur
10123,2003-05-20,2003-05-22,S18_1589,1965 Aston Martin DB5,Classic Cars,65.96,120.71,26,Shipped,103,Atelier graphique,Nantes,France,1370,Gerard Hernandez
10123,2003-05-20,2003-05-22,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,56.76,114.84,46,Shipped,103,Atelier graphique,Nantes,France,1370,Gerard Hernandez
10123,2003-05-20,2003-05-22,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,62.16,117.26,34,Shipped,103,Atelier graphique,Nantes,France,1370,Gerard Hernandez
10123,2003-05-20,2003-05-22,S24_1628,1966 Shelby Cobra 427 S/C,Classic Cars,29.18,43.27,50,Shipped,103,Atelier graphique,Nantes,France,1370,Gerard Hernandez
10124,2003-05-21,2003-05-25,S18_1749,1917 Grand Touring Sedan,Vintage Cars,86.7,153.0,21,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S18_2248,1911 Ford Town Car,Vintage Cars,33.3,58.12,42,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,58.48,111.87,42,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,43.26,75.46,36,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S18_4933,1957 Ford Thunderbird,Classic Cars,34.21,66.28,23,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,49.24,62.47,22,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,22.57,30.53,45,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,20.61,36.29,22,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S24_2766,1949 Jaguar XK 120,Classic Cars,47.25,74.51,32,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S24_2887,1952 Citroen-15CV,Classic Cars,72.82,93.95,25,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,50.51,76.19,49,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S24_3432,2002 Chevy Corvette,Classic Cars,62.11,101.73,43,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10124,2003-05-21,2003-05-25,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,21.75,36.11,46,Shipped,112,Signal Gift Stores,Las Vegas,USA,1166,Leslie Thompson
10125,2003-05-21,2003-05-24,S18_1342,1937 Lincoln Berline,Vintage Cars,60.62,89.38,32,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10125,2003-05-21,2003-05-24,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,72.56,138.38,34,Shipped,114,"Australian Collectors, Co.",Melbourne,Australia,1611,Andy Fixter
10126,2003-05-28,2003-06-02,S10_1949,1952 Alpine Renault 1300,Classic Cars,98.58,205.73,38,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S10_4962,1962 LanciaA Delta 16V,Classic Cars,103.42,122.62,22,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S12_1666,1958 Setra Bus,Trucks and Buses,77.9,135.3,21,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,58.33,116.67,38,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,24.26,51.21,42,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S18_2432,1926 Ford Fire Engine,Trucks and Buses,24.92,51.05,43,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S18_2949,1913 Ford Model T Speedster,Vintage Cars,60.78,93.21,31,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S18_2957,1934 Ford V8 Coupe,Vintage Cars,34.35,61.84,46,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,60.74,93.2,30,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S18_3320,1917 Maxwell Touring Car,Vintage Cars,57.54,94.25,38,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S18_4600,1940s Ford truck,Trucks and Buses,84.76,102.92,50,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S18_4668,1939 Cadillac Limousine,Vintage Cars,23.14,47.29,43,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,61.34,122.68,27,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S24_4258,1936 Chrysler Airflow,Vintage Cars,57.46,83.76,34,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S32_1268,1980’s GM Manhattan Express,Trucks and Buses,53.93,82.83,43,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,33.61,62.05,26,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10126,2003-05-28,2003-06-02,S700_2824,1982 Camaro Z28,Classic Cars,46.53,97.1,45,Shipped,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,1702,Martin Gerard
10127,2003-06-03,2003-06-06,S12_1108,2001 Ferrari Enzo,Classic Cars,95.59,193.25,46,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S12_3148,1969 Corvair Monza,Classic Cars,89.14,140.5,46,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S12_3891,1969 Ford Falcon,Classic Cars,83.05,169.56,42,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S12_4473,1957 Chevy Pickup,Trucks and Buses,55.7,100.73,24,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,101.51,140.81,45,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,74.86,114.14,45,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,77.9,149.02,22,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S18_4027,1970 Triumph Spitfire,Classic Cars,91.92,126.39,25,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S24_1444,1970 Dodge Coronet,Classic Cars,32.37,50.86,20,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,15.91,34.3,39,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,69.78,107.63,20,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,25.98,46.53,45,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,26.72,60.9,29,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,68.29,111.12,46,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10127,2003-06-03,2003-06-06,S50_1514,1962 City of Detroit Streetcar,Trains,37.49,55.65,46,Shipped,151,Muscle Machine Inc,NYC,USA,1286,Foon Yue Tseng
10128,2003-06-06,2003-06-11,S18_3140,1903 Ford Model A,Vintage Cars,68.3,120.2,41,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10128,2003-06-06,2003-06-11,S18_3259,Collectable Wooden Train,Trains,67.56,80.67,41,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10128,2003-06-06,2003-06-11,S18_4522,1904 Buick Runabout,Vintage Cars,52.66,77.24,43,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10128,2003-06-06,2003-06-11,S700_1938,The Mayflower,Ships,43.3,72.75,32,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10129,2003-06-12,2003-06-14,S10_4757,1972 Alfa Romeo GTA,Classic Cars,85.68,123.76,33,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10129,2003-06-12,2003-06-14,S24_2011,18th century schooner,Ships,82.34,113.06,45,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10129,2003-06-12,2003-06-14,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,46.91,81.43,41,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10129,2003-06-12,2003-06-14,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,48.64,76.31,50,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10129,2003-06-12,2003-06-14,S700_1138,The Schooner Bluenose,Ships,34.0,58.67,31,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10129,2003-06-12,2003-06-14,S700_2610,The USS Constitution Ship,Ships,33.97,72.28,45,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10129,2003-06-12,2003-06-14,S700_3505,The Titanic,Ships,51.09,90.15,42,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10129,2003-06-12,2003-06-14,S700_3962,The Queen Mary,Ships,53.63,94.34,30,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10129,2003-06-12,2003-06-14,S72_3212,Pont Yacht,Ships,33.3,44.23,32,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10130,2003-06-16,2003-06-21,S18_3029,1999 Yamaha Speed Boat,Ships,51.61,68.82,40,Shipped,198,Auto-Moto Classics Inc.,Brickhaven,USA,1216,Steve Patterson
10130,2003-06-16,2003-06-21,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,64.58,99.52,33,Shipped,198,Auto-Moto Classics Inc.,Brickhaven,USA,1216,Steve Patterson
10131,2003-06-16,2003-06-21,S18_1662,1980s Black Hawk Helicopter,Planes,77.27,141.92,21,Shipped,447,Gift Ideas Corp.,Glendale,USA,1323,George Vanauf
10131,2003-06-16,2003-06-21,S24_2841,1900s Vintage Bi-Plane,Planes,34.25,60.97,35,Shipped,447,Gift Ideas Corp.,Glendale,USA,1323,George Vanauf
10131,2003-06-16,2003-06-21,S24_3420,1937 Horch 930V Limousine,Vintage Cars,26.3,52.6,29,Shipped,447,Gift Ideas Corp.,Glendale,USA,1323,George Vanauf
10131,2003-06-16,2003-06-21,S24_3949,Corsair F4U ( Bird Cage),Planes,29.34,54.59,50,Shipped,447,Gift Ideas Corp.,Glendale,USA,1323,George Vanauf
10131,2003-06-16,2003-06-21,S700_2047,HMS Bounty,Ships,39.83,76.94,22,Shipped,447,Gift Ideas Corp.,Glendale,USA,1323,George Vanauf
10131,2003-06-16,2003-06-21,S700_2466,America West Airlines B757-200,Planes,68.8,86.76,40,Shipped,447,Gift Ideas Corp.,Glendale,USA,1323,George Vanauf
10131,2003-06-16,2003-06-21,S700_4002,American Airlines: MD-11S,Planes,36.27,63.67,26,Shipped,447,Gift Ideas Corp.,Glendale,USA,1323,George Vanauf
10131,2003-06-16,2003-06-21,S72_1253,Boeing X-32A JSF,Planes,32.77,40.22,21,Shipped,447,Gift Ideas Corp.,Glendale,USA,1323,George Vanauf
10132,2003-06-25,2003-06-28,S700_3167,F/A 18 Hornet 1/72,Planes,54.4,80.0,36,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10133,2003-06-27,2003-07-03,S18_2581,P-51-D Mustang,Planes,49.0,80.26,49,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10133,2003-06-27,2003-07-03,S24_1785,1928 British Royal Navy Airplane,Planes,66.74,109.42,41,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10133,2003-06-27,2003-07-03,S24_4278,1900s Vintage Tri-Plane,Planes,36.23,61.58,46,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
